Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Markabygdvegen 66,2/134/0/0,0,70,320000,0,1.8,0,Ingen
Saxeborgvegen 5A,2/135/0/0,6427000,70,640000,3858900,1.8,6946,Ingen
Saxe Viks Veg 63,2/136/0/1,3374000,70,320000,2041800,1.8,3675,Ingen
Saxe Viks Veg 65,2/136/0/2,3290000,70,320000,1983000,1.8,3569,Ingen
Saxe Viks Veg 59,2/137/0/0,5502000,70,640000,3211400,1.8,5780,Ingen
Saxe Viks Veg 61,2/139/0/0,3663000,70,320000,2244100,1.8,4039,Ingen
Markabygdvegen 64,2/142/0/0,2569000,70,320000,1478300,1.8,2660,Ingen
Kåre Kongsbrors Veg 13,2/143/0/0,5249000,70,320000,3354300,1.8,6037,Ingen
Magnus Barfots Veg 17B,2/144/0/1,4146000,70,320000,2582200,1.8,4647,Ingen
Magnus Barfots Veg 17A,2/144/0/2,4146000,70,320000,2582200,1.8,4647,Ingen
Olav Magnussons Veg 12B,2/145/0/0,7279000,70,320000,4775300,1.8,8595,Ingen
Duevegen 12,2/147/0/0,6128000,70,320000,3969600,1.8,7145,Ingen
Kåre Kongsbrors Veg 7,2/148/0/0,5132000,70,320000,3272400,1.8,5890,Ingen
Kåre Kongsbrors Veg 8,2/149/0/0,3853000,70,320000,2377100,1.8,4278,Ingen
Ekornvegen 20D,2/150/0/0,6106000,70,320000,3954200,1.8,7117,Ingen
Kåre Kongsbrors Veg 2,2/151/0/0,5930000,70,320000,3831000,1.8,6895,Ingen
Kåre Kongsbrors Veg 6,2/152/0/0,3880000,70,320000,2396000,1.8,4312,Ingen
Kåre Kongsbrors Veg 10,2/153/0/0,3960000,70,320000,2452000,1.8,4413,Ingen
Sjøvegen 6,2/154/0/0,6787000,70,320000,4430900,1.8,7975,Ingen
Kåre Kongsbrors Veg 17B,2/155/0/0,6311000,70,640000,3777700,1.8,6799,Ingen
Olav Magnussons Veg 34,2/157/0/0,3933000,70,320000,2433100,1.8,4379,Ingen
Kåre Kongsbrors Veg 17A,2/158/0/0,6299000,70,320000,4089300,1.8,7360,Ingen
Duevegen 14,2/159/0/0,2974000,70,320000,1761800,1.8,3171,Ingen
Kåre Kongsbrors Veg 23,2/160/0/0,43000,100,0,43000,1.8,77,Ingen
Kåre Kongsbrors Veg 21,2/161/0/0,6430000,70,640000,3861000,1.8,6949,Ingen
Kåre Kongsbrors Veg 15B,2/162/0/0,5997000,70,640000,3557900,1.8,6404,Ingen
Olav Magnussons Veg 44,2/163/0/0,4349000,70,320000,2724300,1.8,4903,Ingen
Olav Magnussons Veg 42A,2/164/0/0,4893000,70,320000,3105100,1.8,5589,Ingen
Olav Magnussons Veg 42B,2/165/0/0,5179000,70,320000,3305300,1.8,5949,Ingen
Sigrid Saxedatters Veg 4,2/166/0/0,4600000,70,320000,2900000,1.8,5220,Ingen
Sigrid Saxedatters Veg 6,2/167/0/1,5091000,70,320000,3243700,1.8,5838,Ingen
Sigrid Saxedatters Veg 6,2/167/0/2,3528000,70,320000,2149600,1.8,3869,Ingen
Sigrid Saxedatters Veg 3,2/169/0/0,4575000,70,320000,2882500,1.8,5188,Ingen
Sigrid Saxedatters Veg 8,2/170/0/0,3384000,70,320000,2048800,1.8,3687,Ingen
Kåre Kongsbrors Veg 12B,2/172/0/0,4446000,70,320000,2792200,1.8,5025,Ingen
Sigrid Saxedatters Veg 1A,2/173/0/1,2464000,70,320000,1404800,1.8,2528,Ingen
Sigrid Saxedatters Veg 1B,2/173/0/2,3256000,70,320000,1959200,1.8,3526,Ingen
Sigrid Saxedatters Veg 1A,2/173/0/3,2889000,70,320000,1702300,1.8,3064,Ingen
Duevegen 7,2/174/0/0,6040000,70,320000,3908000,1.8,7034,Ingen
Olav Magnussons Veg 69B,2/175/0/0,4298000,70,320000,2688600,1.8,4839,Ingen
Olav Magnussons Veg 69A,2/176/0/0,5594000,70,320000,3595800,1.8,6472,Ingen
Olsheim 0,2/177/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Laupbakken 0,2/180/0/0,171000,100,0,171000,1.8,307,Ingen
Duevegen 10,2/181/0/0,4600000,70,320000,2900000,1.8,5220,Ingen
Saksvikkorsen 4,2/183/0/0,5797000,70,320000,3737900,1.8,6728,Ingen
Duevegen 5,2/185/0/0,4349000,70,320000,2724300,1.8,4903,Ingen
Kåre Kongsbrors Veg 16,2/187/0/0,5997000,70,320000,3877900,1.8,6980,Ingen
Kåre Kongsbrors Veg 18B,2/188/0/0,3646000,70,320000,2232200,1.8,4017,Ingen
Kåre Kongsbrors Veg 20,2/189/0/0,0,100,0,0,1.8,0,Ingen
Kåre Kongsbrors Veg 25,2/190/0/0,6387000,70,320000,4150900,1.8,7471,Ingen
Kåre Kongsbrors Veg 27,2/191/0/0,7137000,70,320000,4675900,1.8,8416,Ingen
Den Regulerte Del Av Sakshaug 0,2/194/0/0,0,100,0,0,1.8,0,Ingen
Saksvikkorsen 2,2/195/0/0,4195000,70,320000,2616500,1.8,4709,Ingen
Markabygdvegen 62,2/196/0/0,4065000,70,640000,2205500,1.8,3969,Ingen
Saxe Viks Veg 49C,2/197/0/0,5163000,70,320000,3294100,1.8,5929,Ingen
Tillegg Til Orholt 0,2/199/0/0,0,100,0,0,1.8,0,Ingen
Stibakken 3,2/201/0/0,5730000,70,320000,3691000,1.8,6643,Ingen
Saxeborgvegen 12,2/203/0/0,4772000,70,320000,3020400,1.8,5436,Ingen
Stibakken 1,2/204/0/0,6215000,70,640000,3710500,1.8,6678,Ingen
Duevegen 2,2/205/0/0,3440000,70,320000,2088000,1.8,3758,Ingen
Olav Magnussons Veg 54,2/207/0/0,4375000,70,320000,2742500,1.8,4936,Ingen
Sigurd Slembes Veg 2,2/208/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Sigurd Slembes Veg 1,2/209/0/0,4525000,70,320000,2847500,1.8,5125,Ingen
Tora Saxedatters Veg 2,2/210/0/0,4273000,70,320000,2671100,1.8,4807,Ingen
Tora Saxedatters Veg 1,2/211/0/0,3772000,70,320000,2320400,1.8,4176,Ingen
Olav Magnussons Veg 56,2/212/0/0,5819000,70,320000,3753300,1.8,6755,Ingen
Olav Magnussons Veg 58,2/213/0/0,4247000,70,320000,2652900,1.8,4775,Ingen
Olav Magnussons Veg 60,2/214/0/0,8277000,70,320000,5473900,1.8,9853,Ingen
Olav Magnussons Veg 62,2/215/0/0,5108000,70,640000,2935600,1.8,5284,Ingen
Olav Magnussons Veg 64,2/216/0/0,4989000,70,320000,3172300,1.8,5710,Ingen
Tora Saxedatters Veg 3,2/217/0/0,4699000,70,640000,2649300,1.8,4768,Ingen
Tora Saxedatters Veg 5,2/218/0/0,3718000,70,320000,2282600,1.8,4108,Ingen
Sigrid Saxedatters Veg 5A,2/219/0/0,3646000,70,640000,1912200,1.8,3441,Ingen
Sigrid Saxedatters Veg 5B,2/220/0/0,3238000,70,320000,1946600,1.8,3503,Ingen
Tora Saxedatters Veg 7,2/221/0/0,4575000,70,320000,2882500,1.8,5188,Ingen
Tora Saxedatters Veg 9,2/222/0/0,6258000,70,320000,4060600,1.8,7309,Ingen
Tora Saxedatters Veg 4,2/223/0/0,4400000,70,320000,2760000,1.8,4968,Ingen
Sigurd Slembes Veg 4,2/224/0/0,5458000,70,320000,3500600,1.8,6301,Ingen
Sigurd Slembes Veg 6,2/225/0/0,3691000,70,640000,1943700,1.8,3498,Ingen
Sigurd Slembes Veg 8A,2/226/0/1,4714000,70,320000,2979800,1.8,5363,Ingen
Sigurd Slembes Veg 8B,2/226/0/2,5870000,70,320000,3789000,1.8,6820,Ingen
Sigurd Slembes Veg 10,2/227/0/0,4772000,70,320000,3020400,1.8,5436,Ingen
Sigurd Slembes Veg 12,2/228/0/0,5365000,70,320000,3435500,1.8,6183,Ingen
Sigurd Slembes Veg 14,2/229/0/0,4699000,70,320000,2969300,1.8,5344,Ingen
Sigurd Slembes Veg 16,2/230/0/0,5594000,70,320000,3595800,1.8,6472,Ingen
Sigrid Saxedatters Veg 7,2/231/0/0,4144000,70,320000,2580800,1.8,4645,Ingen
Sigrid Saxedatters Veg 9,2/232/0/0,4723000,70,320000,2986100,1.8,5374,Ingen
Sigrid Saxedatters Veg 11,2/233/0/0,5930000,70,320000,3831000,1.8,6895,Ingen
Magnus Barfots Veg 19,2/234/0/0,4748000,70,320000,3003600,1.8,5406,Ingen
Magnus Barfots Veg 21B,2/235/0/0,5219000,70,640000,3013300,1.8,5423,Ingen
Magnus Barfots Veg 23,2/236/0/0,4092000,70,320000,2544400,1.8,4579,Ingen
Magnus Barfots Veg 22,2/237/0/0,4821000,70,320000,3054700,1.8,5498,Ingen
Magnus Barfots Veg 24,2/238/0/0,4893000,70,320000,3105100,1.8,5589,Ingen
Magnus Barfots Veg 26,2/239/0/0,4065000,70,320000,2525500,1.8,4545,Ingen
Kåre Kongsbrors Veg 22,2/240/0/0,1532000,70,320000,752400,1.8,1354,Ingen
Sigurd Slembes Veg 15,2/241/0/0,8047000,70,640000,4992900,1.8,8987,Ingen
Sigurd Slembes Veg 17,2/242/0/0,5296000,70,640000,3067200,1.8,5520,Ingen
Sigurd Slembes Veg 19,2/243/0/0,4400000,70,640000,2440000,1.8,4392,Ingen
Sigurd Slembes Veg 21,2/244/0/0,5662000,70,320000,3643400,1.8,6558,Ingen
Rønningsvegen 19C,2/245/0/0,9197000,70,320000,6117900,1.8,11012,Ingen
Granly 0,2/247/0/0,0,100,0,0,1.8,0,Ingen
Markavegen Iii 0,2/248/0/0,0,100,0,0,1.8,0,Ingen
Trekanten 0,2/250/0/0,0,100,0,0,1.8,0,Ingen
Saxeborgvegen 10,2/251/0/0,6215000,70,320000,4030500,1.8,7254,Ingen
Duevegen 4,2/252/0/0,5685000,70,320000,3659500,1.8,6587,Ingen
270685l 2 Av Saksvik Nedre 0,2/253/0/0,0,100,0,0,1.8,0,Ingen
Falkvegen 7,2/254/0/0,3933000,70,320000,2433100,1.8,4379,Ingen
Stibakken 5,2/255/0/0,8277000,70,320000,5473900,1.8,9853,Ingen
Sigurd Slembes Veg 22,2/257/0/0,13230000,70,640000,8621000,1.8,15517,Ingen
Saxe Viks Veg 30,2/258/0/0,5179000,70,320000,3305300,1.8,5949,Ingen
Magnus Barfots Veg 1,2/259/0/0,4247000,70,320000,2652900,1.8,4775,Ingen
Sigurd Slembes Veg 20,2/260/0/0,4869000,70,320000,3088300,1.8,5558,Ingen
Olav Magnussons Veg 12,2/261/0/0,4349000,70,320000,2724300,1.8,4903,Ingen
Stibakken 7,2/263/0/0,6040000,70,320000,3908000,1.8,7034,Ingen
Falkvegen 5,2/264/0/0,0,100,0,0,1.8,0,Ingen
Falkvegen 3,2/265/0/0,5685000,70,320000,3659500,1.8,6587,Ingen
Falkvegen 1,2/266/0/0,4170000,70,320000,2599000,1.8,4678,Ingen
Olav Magnussons Veg 67A,2/268/0/0,4273000,70,320000,2671100,1.8,4807,Ingen
Sigurd Slembes Veg 18A,2/269/0/0,4119000,70,320000,2563300,1.8,4613,Ingen
Sigurd Slembes Veg 24B,2/270/0/0,12839000,70,640000,8347300,1.8,15025,Ingen
Sigurd Slembes Veg 26,2/271/0/0,3580000,70,320000,2186000,1.8,3934,Ingen
Sigurd Slembes Veg 28,2/272/0/0,5249000,70,320000,3354300,1.8,6037,Ingen
Trekanten 0,2/273/0/0,98000,100,0,98000,1.8,176,Ingen
Stibakken 9,2/274/0/0,5662000,70,320000,3643400,1.8,6558,Ingen
Tillegg Til Solhaug 0,2/275/0/0,0,100,0,0,1.8,0,Ingen
Kåre Kongsbrors Veg 11,2/278/0/0,6683000,70,640000,4038100,1.8,7268,Ingen
Falkvegen 4,2/280/0/0,6599000,70,320000,4299300,1.8,7738,Ingen
Falkvegen 2B,2/281/0/0,4927000,70,320000,3128900,1.8,5632,Ingen
Olav Magnussons Veg 66,2/282/0/0,3880000,70,320000,2396000,1.8,4312,Ingen
Falkvegen 6,2/283/0/0,4941000,70,320000,3138700,1.8,5649,Ingen
Haukvegen 1,2/284/0/0,4709000,70,320000,2976300,1.8,5357,Ingen
Lillesjøvegen 1,2/285/0/0,5108000,70,320000,3255600,1.8,5860,Ingen
Sigurd Slembes Veg 18B,2/286/0/0,4468000,70,320000,2807600,1.8,5053,Ingen
Saxe Viks Veg 22,2/287/0/0,6019000,70,640000,3573300,1.8,6431,Ingen
Duevegen 8,2/288/0/0,4118000,70,320000,2562600,1.8,4612,Ingen
Haukvegen 4,2/290/0/0,5365000,70,320000,3435500,1.8,6183,Ingen
Haukvegen 2,2/291/0/0,5365000,70,320000,3435500,1.8,6183,Ingen
Hammertun 0,2/292/0/0,44000,100,0,44000,1.8,79,Ingen
Tillegg Til Bårdshaug 0,2/293/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Sommervold 0,2/294/0/0,0,100,0,0,1.8,0,Ingen
Lassvebergvegen 7,2/297/0/0,6193000,70,960000,3375100,1.8,6075,Ingen
Stibakken 13,2/298/0/0,4106000,70,320000,2554200,1.8,4597,Ingen
Stibakken 11A,2/300/0/0,5037000,70,320000,3205900,1.8,5770,Ingen
Duevegen 1A,2/301/0/0,4065000,70,320000,2525500,1.8,4545,Ingen
Tillegg Til Enerhaugen 0,2/302/0/0,0,100,0,0,1.8,0,Ingen
Duevegen 9,2/304/0/0,5108000,70,320000,3255600,1.8,5860,Ingen
Kåre Kongsbrors Veg 18A,2/306/0/0,5282000,70,320000,3377400,1.8,6079,Ingen
Stibakken 12,2/307/0/0,5503000,70,320000,3532100,1.8,6357,Ingen
Rådyrvegen 13,2/308/0/0,4893000,70,320000,3105100,1.8,5589,Ingen
Stibakken 14,2/309/0/0,3880000,70,320000,2396000,1.8,4312,Ingen
Haukvegen 6,2/310/0/0,4625000,70,320000,2917500,1.8,5251,Ingen
Rådyrvegen 7,2/311/0/0,5640000,70,320000,3628000,1.8,6530,Ingen
Haukvegen 7,2/312/0/0,7598000,70,640000,4678600,1.8,8421,Ingen
Haukvegen 9,2/313/0/0,5842000,70,640000,3449400,1.8,6208,Ingen
Haukvegen 11,2/314/0/0,6280000,70,640000,3756000,1.8,6760,Ingen
Haukvegen 13,2/315/0/0,5013000,70,640000,2869100,1.8,5164,Ingen
Haukvegen 8,2/316/0/0,6150000,70,640000,3665000,1.8,6597,Ingen
Vidsjåvegen 3,2/317/0/0,4324000,70,320000,2706800,1.8,4872,Ingen
Villa Skansekullen 0,2/318/0/0,0,100,0,0,1.8,0,Ingen
Sjøvegen 8,2/319/0/0,3826000,70,320000,2358200,1.8,4244,Ingen
Haukvegen 5,2/320/0/0,6829000,70,640000,4140300,1.8,7452,Ingen
Stibakken 15,2/322/0/0,3736000,70,320000,2295200,1.8,4131,Ingen
Magnus Barfots Veg 9B,2/323/0/0,3996000,70,320000,2477200,1.8,4458,Ingen
Lassvebergvegen 1,2/324/0/0,5013000,70,320000,3189100,1.8,5740,Ingen
Haukvegen 3,2/326/0/0,6832000,70,640000,4142400,1.8,7456,Ingen
Tillegg Til Lunheim 0,2/327/0/0,0,100,0,0,1.8,0,Ingen
Rådyrvegen 3,2/328/0/0,6515000,70,640000,3920500,1.8,7056,Ingen
Stibakken 2A,2/329/0/0,6850000,70,320000,4475000,1.8,8055,Ingen
Granlia Ii 0,2/330/0/0,0,100,0,0,1.8,0,Ingen
Saxe Viks Veg 36,2/331/0/0,5685000,70,320000,3659500,1.8,6587,Ingen
Lillesjøvegen 4B,2/332/0/0,5389000,70,320000,3452300,1.8,6214,Ingen
Veggrunn Av Lunheim 0,2/333/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Vårli 0,2/334/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Solheim 0,2/335/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Grantun 0,2/337/0/0,120000,100,0,120000,1.8,216,Ingen
Tillegg Til Grantun 0,2/338/0/0,0,100,0,0,1.8,0,Ingen
Florabakken 2,2/341/0/0,5685000,70,320000,3659500,1.8,6587,Ingen
Kåre Kongsbrors Veg 12A,2/342/0/0,4627000,70,320000,2918900,1.8,5254,Ingen
Tillegg Til Knausen 0,2/343/0/0,0,100,0,0,1.8,0,Ingen
Magnus Barfots Veg 27,2/344/0/0,5132000,70,320000,3272400,1.8,5890,Ingen
Magnus Barfots Veg 28B,2/345/0/0,5908000,70,320000,3815600,1.8,6868,Ingen
Magnus Barfots Veg 30,2/346/0/0,4375000,70,320000,2742500,1.8,4936,Ingen
Tillegg Til Parsell 39 0,2/347/0/0,64000,100,0,64000,1.8,115,Ingen
Magnus Barfots Veg 25,2/348/0/0,4941000,70,320000,3138700,1.8,5649,Ingen
Magnus Barfots Veg 29,2/349/0/0,6301000,70,320000,4090700,1.8,7363,Ingen
Magnus Barfots Veg 32,2/350/0/0,4650000,70,320000,2935000,1.8,5283,Ingen
Saxe Viks Veg 77,2/353/0/0,4638000,70,320000,2926600,1.8,5267,Ingen
Saxe Viks Veg 79,2/354/0/0,4443000,70,320000,2790100,1.8,5022,Ingen
Saxe Viks Veg 81,2/355/0/0,4265000,70,320000,2665500,1.8,4797,Ingen
Saxe Viks Veg 83,2/356/0/0,4252000,70,320000,2656400,1.8,4781,Ingen
Tillegg Til Solstua 0,2/357/0/0,0,100,0,0,1.8,0,Ingen
Magnus Barfots Veg 31,2/358/0/0,6683000,70,320000,4358100,1.8,7844,Ingen
Rikkas Veg 2,2/359/0/0,5249000,70,320000,3354300,1.8,6037,Ingen
Tillegg Til Trollhaugen 0,2/360/0/0,0,100,0,0,1.8,0,Ingen
Nedre Stibakken 17A,2/364/0/0,4133000,70,320000,2573100,1.8,4631,Ingen
Nedre Stibakken 25B,2/365/0/0,5102000,70,640000,2931400,1.8,5276,Ingen
Skogstien 5,2/369/0/0,5458000,70,320000,3500600,1.8,6301,Ingen
Nedre Stibakken 22,2/370/0/0,5273000,70,640000,3051100,1.8,5491,Ingen
Nedre Stibakken 23,2/371/0/0,7638000,70,320000,5026600,1.8,9047,Ingen
Nedre Stibakken 27,2/372/0/0,4893000,70,320000,3105100,1.8,5589,Ingen
Nedre Stibakken 29A,2/373/0/0,4304000,70,320000,2692800,1.8,4847,Ingen
Nedre Stibakken 21A,2/374/0/1,5810000,70,320000,3747000,1.8,6744,Ingen
Nedre Stibakken 21B,2/374/0/2,5830000,70,320000,3761000,1.8,6769,Ingen
Skogstien 3,2/375/0/0,6578000,70,640000,3964600,1.8,7136,Ingen
Tillegg Til Korsvegen 18 0,2/376/0/0,0,100,0,0,1.8,0,Ingen
Falkvegen 10,2/377/0/0,5640000,70,640000,3308000,1.8,5954,Ingen
Tillegg Ii Til Knutbakken 0,2/379/0/0,0,100,0,0,1.8,0,Ingen
Solhammer Ii 0,2/380/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Brattås 0,2/381/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Markavegen 60 0,2/384/0/0,0,100,0,0,1.8,0,Ingen
Nedre Stibakken 19B,2/385/0/0,5132000,70,320000,3272400,1.8,5890,Ingen
Skogstien 7,2/386/0/0,6746000,70,640000,4082200,1.8,7347,Ingen
Skogstien 9,2/388/0/0,6620000,70,320000,4314000,1.8,7765,Ingen
Skogstien 1,2/389/0/0,6040000,70,320000,3908000,1.8,7034,Ingen
Ekornvegen 24,2/390/0/0,5930000,70,320000,3831000,1.8,6895,Ingen
Ekornvegen 28,2/391/0/0,7087000,70,320000,4640900,1.8,8353,Ingen
Nedre Stibakken 20,2/392/0/0,6258000,70,640000,3740600,1.8,6733,Ingen
Lassvebergvegen 5,2/393/0/0,5819000,70,320000,3753300,1.8,6755,Ingen
Ekornvegen 9,2/394/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Ekornvegen 30,2/395/0/0,7339000,70,320000,4817300,1.8,8671,Ingen
Ekornvegen 35,2/396/0/0,8009000,70,640000,4966300,1.8,8939,Ingen
Tilleg Til Parsell Nr 1 0,2/397/0/0,0,100,0,0,1.8,0,Ingen
Ekornvegen 22,2/398/0/0,7198000,70,320000,4718600,1.8,8493,Ingen
Lauglobuen 14,2/400/0/0,5202000,70,320000,3321400,1.8,5978,Ingen
Lauglobuen 16A,2/401/0/0,4278000,70,320000,2674600,1.8,4814,Ingen
Lauglobuen 3,2/402/0/0,6430000,70,320000,4181000,1.8,7525,Ingen
Lauglobuen 5,2/403/0/0,7568000,70,640000,4657600,1.8,8383,Ingen
Lauglobuen 7A,2/404/0/1,4575000,70,320000,2882500,1.8,5188,Ingen
Lauglobuen 7B,2/404/0/2,4591000,70,320000,2893700,1.8,5208,Ingen
Lauglobuen 9A,2/405/0/1,4575000,70,320000,2882500,1.8,5188,Ingen
Lauglobuen 9B,2/405/0/2,4543000,70,320000,2860100,1.8,5148,Ingen
Saxeborgvegen 11,2/407/0/0,5108000,70,320000,3255600,1.8,5860,Ingen
Nedre Stibakken 25A,2/408/0/0,6193000,70,320000,4015100,1.8,7227,Ingen
Stibakken 11B,2/409/0/0,6150000,70,320000,3985000,1.8,7173,Ingen
Ekornvegen 26,2/410/0/0,7736000,70,320000,5095200,1.8,9171,Ingen
Stibakken Iv 0,2/411/0/0,0,100,0,0,1.8,0,Ingen
Stibakken Iii 0,2/412/0/0,0,100,0,0,1.8,0,Ingen
Lauglobuen 10,2/413/0/0,5412000,70,640000,3148400,1.8,5667,Ingen
Lauglobuen 8,2/414/0/0,6808000,70,320000,4445600,1.8,8002,Ingen
Lauglobuen 6,2/415/0/0,6704000,70,640000,4052800,1.8,7295,Ingen
Lauglobuen 4,2/416/0/0,5975000,70,320000,3862500,1.8,6952,Ingen
Lauglobuen 2,2/417/0/0,5617000,70,320000,3611900,1.8,6501,Ingen
Olav Magnussons Veg 6B,2/420/0/0,5594000,70,320000,3595800,1.8,6472,Ingen
Sigurd Slembes Veg 25,2/422/0/0,6128000,70,320000,3969600,1.8,7145,Ingen
Nedre Stibakken 29B,2/425/0/0,4406000,70,320000,2764200,1.8,4975,Ingen
Nedre Stibakken 19A,2/426/0/0,6974000,70,320000,4561800,1.8,8211,Ingen
Ekornvegen 32,2/428/0/0,5970000,70,640000,3539000,1.8,6370,Ingen
Ekornvegen 34,2/429/0/1,8028000,70,320000,5299600,1.8,9539,Ingen
Ekornvegen 34,2/429/0/2,1925000,70,320000,1027500,1.8,1849,Ingen
Nedre Stibakken 17B,2/431/0/0,4051000,70,320000,2515700,1.8,4528,Ingen
Ekornvegen 40,2/432/0/0,5628000,70,640000,3299600,1.8,5939,Ingen
Tillegg Til Granly 0,2/433/0/0,0,100,0,0,1.8,0,Ingen
Ekornvegen 38,2/434/0/0,5775000,70,320000,3722500,1.8,6700,Ingen
Magnus Barfots Veg 7A,2/435/0/0,4965000,70,320000,3155500,1.8,5679,Ingen
Haukvegen 14,2/436/0/0,6040000,70,320000,3908000,1.8,7034,Ingen
Bjørkly Iii 0,2/437/0/0,0,100,0,0,1.8,0,Ingen
Tillegg Til Granly 0,2/439/0/0,0,100,0,0,1.8,0,Ingen
Haukvegen 10,2/440/0/0,6578000,70,640000,3964600,1.8,7136,Ingen
Haukvegen 16,2/441/0/0,7892000,70,640000,4884400,1.8,8791,Ingen
Haukvegen 18,2/442/0/0,5797000,70,320000,3737900,1.8,6728,Ingen
Ekornvegen 36,2/443/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Magnus Barfots Veg 7B,2/444/0/0,4797000,70,320000,3037900,1.8,5468,Ingen
Bautavegen 18B,2/445/0/0,4993000,70,640000,2855100,1.8,5139,Ingen
Bautavegen 16,2/446/0/0,5555000,70,640000,3248500,1.8,5847,Ingen
Bautavegen 2,2/447/0/0,5952000,70,960000,3206400,1.8,5771,Ingen
Bautavegen 4,2/448/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Bautavegen 6,2/449/0/0,6301000,70,640000,3770700,1.8,6787,Ingen
Bautavegen 8,2/450/0/0,6472000,70,320000,4210400,1.8,7578,Ingen
Bautavegen 10,2/451/0/0,7499000,70,320000,4929300,1.8,8872,Ingen
Bautavegen 12,2/452/0/0,6430000,70,640000,3861000,1.8,6949,Ingen
Bautavegen 14,2/453/0/0,6891000,70,320000,4503700,1.8,8106,Ingen
Gullhaugvegen 6,2/454/0/0,6387000,70,640000,3830900,1.8,6895,Ingen
Gullhaugvegen 8,2/455/0/0,5296000,70,320000,3387200,1.8,6096,Ingen
Bautavegen 20,2/456/0/0,5864000,70,320000,3784800,1.8,6812,Ingen
Bautavegen 22,2/457/0/0,5707000,70,320000,3674900,1.8,6614,Ingen
Bautavegen 1,2/458/0/0,7339000,70,640000,4497300,1.8,8095,Ingen
Bautavegen 3,2/459/0/0,5342000,70,320000,3419400,1.8,6154,Ingen
Bautavegen 5,2/460/0/0,4821000,70,320000,3054700,1.8,5498,Ingen
Bautavegen 7,2/461/0/0,6215000,70,640000,3710500,1.8,6678,Ingen
Bautavegen 9,2/462/0/0,6215000,70,320000,4030500,1.8,7254,Ingen
Bautavegen 11,2/463/0/0,5365000,70,320000,3435500,1.8,6183,Ingen
Bautavegen 13,2/464/0/0,6599000,70,320000,4299300,1.8,7738,Ingen
Bautavegen 15,2/465/0/0,6787000,70,320000,4430900,1.8,7975,Ingen
Bautavegen 17,2/466/0/0,6599000,70,640000,3979300,1.8,7162,Ingen
Gullhaugvegen 4A,2/467/0/0,6365000,70,640000,3815500,1.8,6867,Ingen
Gullhaugvegen 4B,2/468/0/0,5707000,70,320000,3674900,1.8,6614,Ingen
Saxeborgvegen 13,2/469/0/0,5777000,70,640000,3403900,1.8,6127,Ingen
Ekornvegen 37,2/470/0/0,8105000,70,320000,5353500,1.8,9636,Ingen
Tillegg Til Magnus Barfots Veg 0,2/472/0/0,0,100,0,0,1.8,0,Ingen
Jervstien 3,2/474/0/0,8372000,70,640000,5220400,1.8,9396,Ingen
Rønningsvegen 34,2/476/0/0,5500000,70,640000,3210000,1.8,5778,Ingen
Ekornvegen 3B,2/478/0/0,5046000,70,320000,3212200,1.8,5781,Ingen
Veggrunn Einbakken 0,2/482/0/0,0,100,0,0,4.0,0,Ingen
Rikkas Veg 6,2/483/0/0,9476000,70,640000,5993200,1.8,10787,Ingen
Tillegg Til Parsell 54 0,2/484/0/0,0,100,0,0,1.8,0,Ingen
Rønningsvegen 19A,2/485/0/0,6704000,70,320000,4372800,1.8,7871,Ingen
Saxe Viks Veg 24,2/487/0/0,5179000,70,320000,3305300,1.8,5949,Ingen
Saxe Viks Veg 34,2/488/0/0,4723000,70,320000,2986100,1.8,5374,Ingen
Sjøvegen 4B,2/491/0/0,6255000,70,320000,4058500,1.8,7305,Ingen
Skogstien 6,2/492/0/0,7419000,70,320000,4873300,1.8,8771,Ingen
Skogstien 13,2/493/0/0,6236000,70,320000,4045200,1.8,7281,Ingen
Skogstien 11,2/494/0/0,5930000,70,320000,3831000,1.8,6895,Ingen
Tillegg Til Bautavegen 12 0,2/497/0/0,0,100,0,0,1.8,0,Ingen
Rikkas Veg 4,2/498/0/0,8765000,70,320000,5815500,1.8,10467,Ingen
Saxe Viks Veg 75,2/499/0/0,4941000,70,320000,3138700,1.8,5649,Ingen
Veggrunn Skogstien 0,2/500/0/0,0,100,0,0,1.8,0,Ingen
Veggrunn Sigurd Slembes Veg 0,2/501/0/0,0,100,0,0,4.0,0,Ingen
Gullhaugvegen 2D,2/502/0/0,8841000,70,320000,5868700,1.8,10563,Ingen
Ekornvegen 7B,2/504/0/0,5594000,70,640000,3275800,1.8,5896,Ingen
Rikkasveg 3 0,2/505/0/0,0,100,0,0,1.8,0,Ingen
Bautavegen 18A,2/510/0/0,4779000,70,320000,3025300,1.8,5445,Ingen
Rådyrvegen 4B,2/511/0/0,9026000,70,320000,5998200,1.8,10796,Ingen
